ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_3GT0KO,D,23,Yes,Yes,No,No,Yes,250,1500,3600,7,Never had,NA,NA,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,2,Never had,Never had,NA,NA,NA,Low
ID_6AZTIK,D,48,Yes,No,No,Yes,Yes,150,3600,6000,10,Never had,NA,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,2,Never had,Never had,NA,NA,NA,Low
ID_Z5G46T,C,50,No,Yes,No,Yes,No,600000,170000,7200000,10,NA,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,NA,Yes,No,No,Never had,Never had,Have now,Yes,NA,NA,NA,Yes,Never had,Never had,Low
ID_QETJDH,B,26,No,No,No,Don't know,Yes,150,180,330,1,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_2Y5L3E,C,45,Yes,No,No,Don't know,Don't know,85000,175000,720000,1,NA,Never had,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,No,NA,NA,Medium
ID_ZNI37Z,A,46,Yes,No,Yes,No,Yes,668000,300000,628000,5,Never had,Never had,0,Yes,Male,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,NA,NA,Never had,Never had,Have now,NA,2,Have now,Have now,NA,Never had,Never had,Medium
ID_270NVP,C,37,Yes,No,No,No,No,100000,50000,100000,NA,NA,Have now,No,No,Male,No,Yes,Never had,Yes,No,Yes,No,NA,Yes,Yes,No,Used to have but don't have now,Never had,Have now,Yes,7,NA,NA,No,NA,NA,Low
ID_B5FW1D,B,43,Yes,No,No,No,Yes,2700,96,600,1,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_ACDI86,D,18,No,Yes,No,Don't know,Don't know,200,1200,3600,1,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,2,Have now,Never had,NA,NA,NA,Medium
ID_QF4TII,C,59,Yes,Yes,No,No,Yes,3600000,80000,3600000,5,NA,Don't know,Yes,No,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,NA,Yes,Yes,No,Don't know,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_C2KEIV,A,33,Yes,Yes,No,Yes,No,4000,32000,60000,6,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,7,Never had,Never had,NA,Never had,Never had,Low
ID_GWFHDV,A,68,Yes,No,No,No,Yes,5000,220000,400000,15,Never had,Never had,Yes,Yes,Male,No,No,Never had,No,No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Have now,NA,4,Never had,Have now,NA,Never had,Never had,High
ID_J3N6MM,D,26,Yes,No,No,No,Yes,150,900,1800,2,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,2,Never had,Never had,NA,NA,NA,Low
ID_2T8QC1,D,55,No,No,Yes,Don't know,Yes,700,7200,36000,7,Have now,NA,NA,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Have now,Have now,NA,NA,NA,Medium
ID_OG710E,A,63,No,Yes,Yes,No,Yes,8000,28000,120000,38,Never had,Never had,Yes,No,Male,"Yes, always",Yes,Never had,"Yes, sometimes",No,No,No,No,Yes,Yes,NA,Never had,Never had,Never had,NA,6,Never had,Have now,NA,Never had,Never had,Medium
ID_Z8GICR,B,56,Yes,Yes,No,Yes,Yes,320,120,440,2,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_9UU2BL,A,77,Yes,No,No,No,No,2000,96000,144000,30,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,5,Never had,Have now,NA,Used to have but don’t have now,Never had,Medium
ID_HNTIUW,C,40,Don’t know or N/A,Yes,No,Yes,Yes,400000,180000,290000,5,NA,Have now,No,No,Male,"Yes, sometimes",Yes,Never had,No,Yes,No,No,NA,Don't know,No,No,Never had,Never had,Have now,No,NA,NA,NA,Yes,NA,NA,Low
ID_983EP9,A,25,No,Yes,No,No,Yes,8500,4200,600,0,Never had,Never had,0,Yes,Male,No,Yes,Never had,No,No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,5,Never had,Never had,NA,Never had,Never had,Low
ID_LOMMW4,D,45,Yes,Yes,No,No,Yes,200,1800,4200,6,Never had,NA,NA,Yes,Female,No,No,Used to have but don't have now,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,2,Never had,Used to have but don't have now,NA,NA,NA,Low
ID_NQBU4K,A,65,Yes,No,Yes,Yes,Yes,3000,72000,120000,35,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,No,No,No,No,No,Yes,Yes,Yes,Never had,Never had,Have now,NA,6,Never had,Have now,NA,Never had,Used to have but don’t have now,High
ID_ZUIDVJ,D,60,Yes,No,No,No,No,200,50,200,1,Don't know,NA,NA,Yes,Female,No,Yes,Don't know,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,6,Don't know,Don't know,Yes,NA,NA,Low
ID_IBJZP9,A,20,Yes,No,Yes,No,Yes,1500,9600,18000,3,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,No,No,Yes,Yes,Yes,NA,Never had,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Never had,Low
ID_5IMZTS,D,23,No,Yes,No,No,Yes,150,3600,18000,3,Never had,NA,NA,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Low
ID_71I5DP,C,42,No,Yes,No,No,No,50000,4500,7000,5,NA,Never had,No,Yes,Female,"Yes, sometimes",No,Never had,No,No,No,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_0DWM2V,D,63,Yes,Yes,No,No,No,300,3000,600,5,Never had,NA,Yes,Yes,Female,No,Yes,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,3,Never had,Never had,Yes,NA,NA,Low
ID_W41F7V,A,34,Yes,No,No,Yes,No,6000,6000,10000,4,Never had,Have now,0,No,Male,No,No,Have now,No,Yes,Yes,No,Yes,Yes,NA,Yes,Have now,Have now,Never had,NA,0,Never had,Have now,NA,Never had,Never had,High
ID_5VZVXI,D,37,Yes,No,No,No,No,200,1800,1800,16,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,No,No,No,NA,NA,NA,NA,NA,NA,No,5,Never had,Never had,NA,NA,NA,Low
ID_XS928Q,C,37,Don’t know or N/A,No,No,Don't know,Don't know,200000,1000000,1350000,19,NA,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_K9QM3P,A,51,Yes,No,Yes,No,Yes,2000,4000,5000,6,Never had,Have now,0,Yes,Female,No,No,Never had,"Yes, always",Yes,No,No,No,Yes,Yes,Yes,Have now,Never had,Never had,NA,1,Never had,Never had,NA,Never had,Never had,Medium
ID_KA4LIT,A,51,No,No,No,No,Yes,300,300,500,23,Never had,Never had,Yes,No,Female,No,No,Never had,No,No,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,NA,10,Never had,Have now,NA,Never had,Have now,High
ID_1I2X32,D,28,No,Yes,No,No,No,300,3360,1440,7,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,No,No,No,No,NA,NA,NA,NA,NA,NA,No,8,Never had,Never had,NA,NA,NA,Low
ID_DA6UQ9,D,32,Yes,Yes,No,No,Yes,80,120,1800,0,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,6,Never had,Never had,Yes,NA,NA,Low
ID_FHDQMK,B,55,Yes,No,No,No,No,7100,3700,10800,5,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_XON55V,C,22,Don’t know or N/A,No,No,Don't know,Don't know,670000,475000,600000,3,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_CM5FYC,A,49,No,No,No,No,Yes,500,800,1300,0,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,No,No,Don't know,Yes,NA,NA,Never had,Never had,Never had,NA,8,Never had,Never had,NA,Used to have but don’t have now,Never had,Low
ID_M242YH,B,25,No,No,No,Don't know,Yes,3000,800,3000,0,Never had,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_WSEVI9,B,63,No,Yes,No,Yes,Yes,97,97,97,5,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_IO2F2N,A,52,Yes,No,No,Yes,Yes,500,1500,2000,0,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,NA,5,Never had,Never had,NA,Never had,Never had,Low
ID_LTYHMP,C,25,No,No,No,Don't know,Yes,50000,3500,25000,1,NA,Have now,No,No,Female,No,Yes,Never had,No,Don?t know / doesn?t apply,No,No,NA,Yes,Yes,Yes,Never had,Never had,Never had,No,NA,NA,NA,Yes,Never had,Never had,Low
ID_BV2IZS,A,48,Yes,No,No,No,Yes,4000,18000,40000,5,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Have now,NA,5,Never had,Have now,NA,Never had,Never had,Medium
ID_BATOLO,B,53,No,Yes,No,Don't know,Yes,370,50,250,15,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Have now,Used to have but don't have now,Medium
ID_GRQSLL,D,36,Yes,No,No,No,No,200,180,1800,0,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,2,Never had,Never had,NA,NA,NA,Low
ID_ZCUH1I,A,34,Yes,No,No,No,Yes,450,1800,5400,3,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,No,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Never had,Low
ID_AOD52S,D,60,Yes,No,Yes,Yes,Yes,NA,NA,NA,7,Never had,NA,NA,No,Male,No,Yes,Don't know,"Yes, always",Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Low
ID_8RL9QF,A,36,Yes,No,No,Yes,Yes,2500,1500,2250,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,NA,5,Never had,Have now,NA,Never had,Never had,Medium
ID_RE14JZ,C,46,Don’t know or N/A,No,Yes,No,Yes,1120000,100000,13440000,NA,NA,Have now,No,Yes,Male,No,Yes,Never had,Yes,No,Yes,No,NA,Yes,Yes,Yes,Never had,Never had,Have now,Yes,NA,NA,NA,Yes,NA,NA,Medium
ID_L1W9JP,B,69,Yes,No,No,No,Yes,3500,100,500,22,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Have now,Used to have but don't have now,Medium
ID_1YM2J9,C,26,Don’t know or N/A,No,No,Don't know,Don't know,12000,65000,80000,2,NA,Have now,No,No,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Have now,No,NA,NA,NA,Yes,NA,NA,Low
ID_JY5R1S,B,45,No,No,No,Don't know,Don't know,1500,1500,2000,0,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_HITCUM,D,35,No,No,No,No,Yes,372,1536,3600,3,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,5,Never had,Never had,Yes,NA,NA,Low
ID_6T1TZU,D,27,No,No,No,Yes,Yes,90,288,3600,2,Never had,NA,Yes,Yes,Female,No,No,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,4,Never had,Never had,NA,NA,NA,Low
ID_VW7KHU,B,66,Yes,Yes,No,Don't know,No,1000,350,600,3,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_W07FIL,A,55,No,No,Don’t know,No,No,2000,4500,10000,2,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Have now,"Yes, sometimes",No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Have now,NA,2,Never had,Never had,NA,Never had,Used to have but don’t have now,Medium
ID_ECAZRP,A,30,Yes,No,No,Yes,Yes,1500,3500,6000,7,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,No,No,No,Yes,NA,Yes,Have now,Never had,Never had,NA,2,Never had,Never had,NA,Have now,Used to have but don’t have now,Medium
ID_ZHDV5O,A,35,Yes,No,No,No,No,4000,3500,10000,7,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,NA,Yes,Used to have but don’t have now,Never had,Have now,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_GZXRI7,C,29,Don’t know or N/A,No,No,Don't know,Don't know,360000,128000,360000,NA,NA,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Don't know,Yes,No,Never had,Never had,Never had,Yes,2,NA,NA,Yes,Never had,Never had,Low
ID_G72MF4,C,42,Yes,Yes,Yes,No,Don't know,80000,350000,800000,12,NA,Never had,No,Yes,Male,No,No,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,No,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_5A2X54,A,59,Yes,No,No,No,Yes,3000,10000,60000,14,Have now,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,5,Never had,Never had,NA,Never had,Never had,Medium
ID_S8IM3O,D,23,Yes,Yes,Yes,No,No,4500,NA,NA,3,Never had,NA,NA,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_UKM7Y1,B,35,Yes,No,No,Don't know,Yes,400,200,300,1,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_07THYU,D,54,No,Yes,No,No,No,60,480,1080,18,Never had,NA,NA,No,Female,No,No,Never had,No,Don't know,No,No,No,NA,NA,NA,NA,NA,NA,No,10,Never had,Used to have but don't have now,Yes,NA,NA,Low
ID_L7AJME,D,39,Yes,No,Don’t know,Don't know,Yes,40,1080,3600,9,Never had,NA,Yes,No,Female,"Yes, always",No,Never had,No,Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,9,Never had,Never had,NA,NA,NA,Medium
ID_5O1CE7,D,37,Yes,No,Don’t know,No,Don't know,200,7200,16800,8,Never had,NA,NA,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Have now,Never had,NA,NA,NA,Medium
ID_RW6TM2,A,44,Yes,Yes,No,Yes,Yes,700,11000,18000,3,Never had,Have now,0,Yes,Female,"Yes, always",No,Never had,No,Yes,No,No,No,No,NA,Yes,Never had,Never had,Never had,NA,5,Never had,Never had,NA,Never had,Never had,Low
ID_K3STRR,D,35,Yes,No,No,Yes,Yes,800,3600,9600,4,Never had,NA,NA,Yes,Female,No,Yes,Never had,"Yes, sometimes",Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,5,Never had,Never had,NA,NA,NA,Low
ID_HNJYPO,C,28,Don’t know or N/A,Yes,No,Don't know,Don't know,920000,25000,32000,NA,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,No,No,NA,Yes,No,No,Never had,Never had,Never had,No,8,NA,NA,No,NA,NA,Low
ID_A5I8JN,B,32,Yes,Yes,No,Yes,No,1200,230,500,1,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_BPR0W6,D,47,Yes,No,No,No,Yes,2400,NA,NA,16,Never had,NA,Yes,No,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_F1YHC4,D,26,Yes,Yes,Yes,No,No,800,7200,16800,2,Have now,Have now,NA,Yes,Male,No,Yes,Have now,"Yes, always",No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,Yes,1,Have now,Have now,NA,NA,NA,High
ID_6PO0M2,A,53,Yes,No,Yes,No,Yes,3000,1500,4500,5,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Have now,Have now,NA,2,Never had,Have now,NA,Never had,Used to have but don’t have now,Medium
ID_664L90,C,36,Yes,Yes,No,Don't know,Yes,1200000,3160000,14400000,4,NA,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_HXCTYB,D,43,Don’t know or N/A,No,Yes,Yes,Yes,300,3360,4800,4,Never had,NA,NA,Yes,Female,No,Yes,Never had,"Yes, sometimes",Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,1,Never had,Never had,NA,NA,NA,Low
ID_H6YYDC,C,22,No,No,No,No,No,20000,40000,60000,NA,NA,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,5,NA,NA,Yes,NA,NA,Low
ID_HCCY7B,C,36,Don’t know or N/A,No,No,No,No,2000000,1500000,2000000,10,NA,Have now,Yes,No,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,NA,Yes,Yes,Yes,Never had,Never had,Never had,No,NA,NA,NA,No,NA,NA,Low
ID_R4ZGMS,B,48,No,Yes,No,Yes,Yes,97,100,150,0,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_46KOLF,D,40,Yes,No,No,Don't know,Don't know,100,960,1200,5,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_4NNKM9,A,47,Yes,No,No,No,Yes,2500,10000,30000,2,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,NA,5,Never had,Have now,NA,Never had,Never had,Medium
ID_VC1U5W,C,29,No,Yes,No,No,No,10000,5000,15000,10,NA,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Never had,Never had,Low
ID_B386TG,C,42,No,Yes,No,No,No,250000,150000000,3000000,9,NA,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,Yes,NA,Yes,Yes,Yes,Never had,Never had,Have now,No,NA,NA,NA,Yes,NA,NA,Medium
ID_VZPVWL,B,31,Yes,No,No,Yes,Yes,1500,900,3500,0,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_1G28P4,C,44,No,Yes,No,Yes,Yes,40000,30000,480000,3,NA,Never had,No,No,Male,No,No,Never had,No,Yes,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_CDT9GW,A,26,Yes,No,No,No,Yes,2500,1960,54000,1,Never had,Have now,Yes,Yes,Female,"Yes, always",No,Never had,"Yes, always",Don't Know,No,No,Don't know,Yes,Yes,Yes,Have now,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Used to have but don’t have now,Medium
ID_ZFQDM6,D,56,Yes,No,No,Don't know,Yes,350,3000,4200,32,Never had,NA,NA,No,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_0GCHF4,A,32,Yes,No,No,Yes,Yes,1500,780,5000,1,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,5,Never had,Have now,NA,Never had,Never had,Medium
ID_XHTRWC,D,32,Yes,No,No,Don't know,Yes,250,3360,4800,3,Never had,NA,NA,Yes,Female,"Yes, always",Yes,Never had,"Yes, sometimes",No,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Have now,Have now,Yes,NA,NA,Medium
ID_52I7ZC,C,39,Don’t know or N/A,Don’t know or N/A,No,Don't know,Don't know,200000,1500000,3000000,16,NA,Have now,Yes,Yes,Male,No,No,Used to have but don't have now,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,No,No,Never had,Never had,Have now,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_DECO8V,D,30,Don’t know or N/A,Yes,No,Yes,Yes,14,672,1344,1,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_NMB9UP,B,99,Yes,No,Yes,Yes,No,97,97,97,10,Have now,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,Have now,Have now,Have now,NA,NA,NA,NA,No,NA,NA,Low
ID_MP7OA0,D,37,Yes,No,No,No,Yes,50,180,960,13,Never had,NA,NA,Yes,Female,No,No,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,5,Have now,Have now,Yes,NA,NA,Medium
ID_W1YH6W,D,63,Yes,No,No,No,Don't know,150,2400,3600,40,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Used to have but don't have now,Have now,NA,NA,NA,Medium
ID_FVSXCV,D,20,Don’t know or N/A,Yes,No,No,Yes,150,960,1800,0,Never had,NA,NA,Yes,Female,No,No,Never had,No,No,Yes,No,Don't know,NA,NA,NA,NA,NA,NA,No,2,Never had,Never had,NA,NA,NA,Low
ID_UZFK8U,A,32,No,No,No,No,Yes,2000,2000,7500,7,Never had,Have now,0,Yes,Male,No,No,Never had,No,Yes,Yes,No,No,Yes,Yes,Yes,Have now,Have now,Have now,NA,6,Never had,Never had,NA,Never had,Never had,Medium
ID_6IRX3N,B,44,Yes,No,No,No,No,15000,3000,10000,3,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Have now,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_NHAV07,D,46,Yes,No,No,Yes,Yes,200,2000,3600,5,Never had,NA,Yes,No,Male,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,1,Never had,Never had,Yes,NA,NA,Low
ID_GI3XAW,C,59,Yes,No,No,Don't know,Yes,80000,12000,30000,23,NA,Have now,Yes,Yes,Male,No,Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_Y5H3O0,A,47,Yes,No,Yes,No,No,10500,10000,30000,3,Used to have but don’t have now,Never had,0,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,Yes,No,Yes,NA,NA,Never had,Never had,Have now,NA,8,Never had,Have now,NA,Have now,Never had,Medium
ID_42DYQZ,B,34,No,No,No,Yes,No,4000,400,400,3,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
